Date,YoY,InfChange
2009-12-31,1.318775,-0.03142991651543181
2010-01-31,1.170764,-0.11223370173077296
2010-02-28,1.048684,-0.10427379044794682
2010-03-31,0.9255024,-0.11746302985456059
2010-04-30,0.869413,-0.06060427287924908
2010-05-31,0.793302,-0.08754297439766834
2010-06-30,0.7780127,-0.019272988092806975
2010-07-31,0.7440706,-0.04362666573437679
2010-08-31,0.6911158,-0.07116905304416021
2010-09-30,0.6638685,-0.039425086215652994
2010-10-31,0.6723344,0.012752374905572461
2010-11-30,0.8233069,0.22454971811646107
2010-12-31,0.8307821,0.0090794817825528
2011-01-31,0.9539952,0.1483097673866589
2011-02-28,1.117829,0.17173440704942733
2011-03-31,1.179972,0.05559258169183301
2011-04-30,1.210295,0.025698067411769054
2011-05-31,1.256079,0.03782879380646875
2011-06-30,1.29395,0.030150173675381975
2011-07-31,1.41844,0.09620928165694198
2011-08-31,1.651442,0.16426637714672476
2011-09-30,1.721515,0.04243140237440968
2011-10-31,1.835844,0.06641185235098157
2011-11-30,1.835434,-0.0002233305226370108
2011-12-31,2.045078,0.11422039691974772
2012-01-31,2.113351,0.03338405674502387
2012-02-29,2.01608,-0.04602690229876627
2012-03-31,2.122799,0.05293391135272407
2012-04-30,2.191796,0.0325028417669313
2012-05-31,2.188203,-0.001639294897882837
2012-06-30,2.238927,0.023180664682389995
2012-07-31,2.260479,0.009626039616298376
2012-08-31,2.17107,-0.039553121263236846
2012-09-30,2.219253,0.022193204272547673
2012-10-31,2.206525,-0.005735263171887106
2012-11-30,2.195661,-0.004923578930671635
2012-12-31,2.107127,-0.04032225375410847
2013-01-31,2.065935,-0.01954889287641426
2013-02-28,2.143683,0.037633323410465325
2013-03-31,2.096923,-0.021812926631409546
2013-04-30,1.932255,-0.07852839613090223
2013-05-31,1.905048,-0.014080439693518687
2013-06-30,1.874046,-0.016273605704423155
2013-07-31,1.865294,-0.00467010948503932
2013-08-31,1.911745,0.024902776720452602
2013-09-30,1.888205,-0.012313357691533189
2013-10-31,1.866698,-0.011390182739691945
2013-11-30,1.890963,0.012998888947221232
2013-12-31,1.872378,-0.009828325567448837
2014-01-31,1.821944,-0.026935800356551964
2014-02-28,1.789204,-0.017969816854963683
2014-03-31,1.821445,0.018019745093348805
2014-04-30,2.025724,0.11215216490204205
2014-05-31,2.127518,0.05025067580776055
2014-06-30,2.142724,0.0071472955810480965
2014-07-31,2.098319,-0.020723620960982236
2014-08-31,1.959017,-0.06638742726916169
2014-09-30,1.95017,-0.004516040442732239
2014-10-31,2.001463,0.02630180958583117
2014-11-30,1.999147,-0.0011571535421840418
2014-12-31,1.961226,-0.01896859010367924
2015-01-31,1.976365,0.007719151184004236
2015-02-28,1.972517,-0.0019470087762127886
2015-03-31,1.989606,0.008663550174725865
2015-04-30,2.05371,0.03221944445282143
2015-05-31,2.056561,0.0013882193688494748
2015-06-30,2.103732,0.02293683484224407
2015-07-31,2.130475,0.012712170561649527
2015-08-31,2.169207,0.018179983337049288
